line_length_cv,char_entropy,leading_whitespace_ratio,tab_density,sentence_punctuation_rate,paragraph_break_rate,alpha_ratio,line_uniqueness,short_line_ratio,symbol_ratio,delimiter_consistency,json_brace_depth,key_value_ratio,xml_tag_ratio,log_line_ratio,comment_ratio,numeric_field_ratio,repetitive_structure_score,category,sub_type,line_count
0.0,4.2282,0.0,0.0735,0.0,0.0,0.9542,1.0258,0.0,0.0,1.0904,0.246,0.1135,0.0,0.0,0.1957,0.0597,0.5638,structured,pipe_table,12
0.0,4.2089,0.0,0.0,0.0498,0.0,0.7813,0.839,0.0,0.2169,1.2291,0.0,0.0358,0.0,0.0,0.0025,0.0,0.6067,structured,pipe_table,15
0.0846,4.2374,0.0,0.1063,0.0495,0.0,0.693,1.0585,0.1066,0.0752,0.8685,0.1645,0.0,0.0235,0.0,0.1497,0.0838,0.5818,structured,pipe_table,13
0.0,4.471,0.0,0.0061,0.1145,0.0,0.9147,0.916,0.0,0.0534,1.1262,0.0,0.0,0.0,0.0253,0.0,0.1257,0.3067,structured,pipe_table,14
0.004,4.9137,0.1701,0.1938,0.0345,0.0,0.8172,1.1006,0.0,0.209,0.7955,0.0,0.0499,0.0668,0.0311,0.0655,0.3098,0.343,structured,tsv_data,8
0.095,4.8343,0.0,0.1274,0.1156,0.0771,0.9308,1.0436,0.0,0.0218,0.9808,0.0,0.0348,0.123,0.1445,0.0848,0.263,0.3774,structured,tsv_data,6
0.0,4.7196,0.0,0.0967,0.0,0.0,0.9127,1.1219,0.0,0.0,1.2686,0.0374,0.2829,0.1957,0.0,0.0,0.1442,0.6269,structured,tsv_data,9
0.0,5.0139,0.0179,0.0325,0.0,0.1368,0.6692,0.8893,0.0,0.0545,1.073,0.0,0.0458,0.0,0.0696,0.0037,0.2968,0.6117,structured,tsv_data,8
0.2502,5.0907,0.0,0.1573,0.1601,0.0,0.9589,0.9761,0.2547,0.0,0.9241,0.0,0.0279,0.0171,0.0,0.0314,0.2831,0.312,structured,tsv_data,6
0.042,4.7911,0.0735,0.1692,0.1453,0.0,0.7893,0.9194,0.0,0.0,0.9863,0.079,0.0,0.0666,0.0142,0.0,0.0,0.715,structured,tsv_data,9
0.246,4.9392,0.1589,0.056,0.0,0.0896,0.8355,0.9497,0.0,0.0,0.9782,0.1213,0.0,0.0528,0.2391,0.1092,0.0767,0.5537,structured,tsv_data,8
0.0048,5.0253,0.0,0.0,0.138,0.1171,0.9818,0.6789,0.0,0.0,1.2138,0.0749,0.0612,0.0442,0.1099,0.0,0.0887,0.8524,structured,tsv_data,10
0.1722,4.822,0.1181,0.1358,0.0,0.0385,0.8913,0.9667,0.044,0.2592,0.9815,0.0,0.0,0.0,0.0,0.0,0.1534,0.7015,structured,tsv_data,8
0.022,4.8633,0.0,0.2103,0.0,0.2244,0.9682,0.8905,0.0,0.0,1.0023,0.0624,0.2261,0.0141,0.0,0.0,0.1232,0.7563,structured,tsv_data,9
0.1131,4.9855,0.0,0.0495,0.0,0.0,0.8787,0.9442,0.0,0.0516,1.0954,0.1694,0.0,0.075,0.0,0.0,0.1265,0.6655,structured,tsv_data,9
0.2028,5.0312,0.0033,0.0,0.1032,0.0525,1.2542,0.822,0.2138,0.1418,1.1069,0.0,0.1287,0.0185,0.02,0.0,0.125,0.6647,structured,tsv_data,9
0.0,4.772,0.0,0.0,0.2001,0.1,1.1109,0.8302,0.1006,0.0,1.0451,0.0,0.112,0.0176,0.0,0.1046,0.21,0.7911,structured,tsv_data,7
